MAKE, MODEL, VARIANT, YEAR FROM, YEAR TO, SYSTEM NUMBER, TYPE OF SYSTEM, ADDITIONAL, TIP STYLE, PIPE Ø (MM), PIPE Ø (INCHES), EC-APPROVED?, RACE SYSTEM, VALVESONIC, FITTING TIME, SHIPPING DATA, GTIN, PRICE (EXC VAT), PRICE (INC VAT)
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM1024, Cat-back, Race. Titanium Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 24kg.,5056214705557,1277,"1532,22"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM965, Cat-back, Road. Ceramic Black Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214705564,1152,"1382,69"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM964, Cat-back, Road. Polished Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214705571,1076,"1291,7"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM1023, Cat-back, Road. Titanium Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 24kg.,5056214705588,1275,"1529,64"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM960, Rear Silencer(s), Race. Cerakote Black Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 x 40 x 30 and weighing 16kg.,5056214705595,800,"959,89"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM959, Rear Silencer(s), Race. Polished Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 x 40 x 30 and weighing 16kg.,5056214705601,724,"868,91"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM1026, Rear Silencer(s), Race. Titanium Tips, Twin 90mm GT90 ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 97X 87 X28  and weighing 18kg.,5056214705618,922,"1106,84"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM958, Rear Silencer(s), Road (EC-approved). Cerakote Black Tips, Twin 90mm GT90 ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 x 40 x 30 and weighing 16kg.,5056214705625,798,"957,31"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM957, Rear Silencer(s), Road (EC-approved). Polished Tips, Twin 90mm GT90 ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 x 40 x 30 and weighing 16kg.,5056214705632,722,"866,33"
BMW, 1 Series, M135i 3 & 5 Door (F21 & F20 None xDrive),2012,2016, SSXBM1025, Rear Silencer(s), Road (EC-approved). Titanium Tips, Twin 90mm GT90 ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 97X 87 X28  and weighing 18kg.,5056214705649,920,"1104,26"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1242, Additional parts, Maxton Diffuser for Quad Outlet System (M2 Style) - Gloss, , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 18kg.,5056214729133,191,"229,63"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1246, Particulate Filter-back, Maxton x Milltek - OPF/GPF Back System with Quad GT-100 Brushed Titanium Trims - ECE Approved (OE System Requires To Be Cut For Installation) - MUST BE Fitted with Maxton Diffuser, Quad 100mm GT100 ,"76,2",3, Yes, No, No, 2.50 to 3.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729171,1793,"2151,19"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1247, Particulate Filter-back, Maxton x Milltek - OPF/GPF Back System with Quad GT-100 Burnt/Blue Titanium Trims - ECE Approved (OE System Requires To Be Cut For Installation) - MUST BE Fitted with Maxton Diffuser, 100mm GT100 ,"76,2",3, Yes, No, No, 2.50 to 3.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729188,1931,"2317,46"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1245, Particulate Filter-back, Maxton x Milltek - OPF/GPF Back System with Quad GT-100 Cerakote Black Trims - ECE Approved (OE System Requires To Be Cut For Installation) - MUST BE Fitted with Maxton Diffuser, Quad 100mm GT100B ,"76,2",3, Yes, No, No, 2.50 to 3.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729164,1465,"1757,86"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1244, Particulate Filter-back, Maxton x Milltek - OPF/GPF Back System with Quad GT-100 Polished Trims - ECE Approved (OE System Requires To Be Cut For Installation) - MUST BE Fitted with Maxton Diffuser, Quad 100mm GT100 ,"76,2",3, Yes, No, No, 2.50 to 3.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.,5056214729157,1357,"1628,02"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1155, Particulate Filter-back, OPF/GPF Back System with GT-115 Burnt Titanium Trims - ECE Approved (OE System Requires To Be Cut For Installation), 115mm GT115 ,"76,2",3, Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 28kg.,5056214723711,1301,"1561,04"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1153, Particulate Filter-back, OPF/GPF Back System with GT-115 Cerakote Black Trims - ECE Approved (OE System Requires To Be Cut For Installation), 115mm GT115 ,"76,2",3, Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 28kg.,5056214723698,1138,"1365,67"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1152, Particulate Filter-back, OPF/GPF Back System with GT-115 Polished Trims - ECE Approved (OE System Requires To Be Cut For Installation), 115mm GT115 ,"76,2",3, Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 28kg.,5056214723681,1009,"1211,02"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1154, Particulate Filter-back, OPF/GPF Back System with GT-115 Titanium Trims  - ECE Approved (OE System Requires To Be Cut For Installation), 115mm GT115 ,"76,2",3, Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 28kg.,5056214723704,1245,"1493,57"
BMW, 1 Series, M135i xDrive 5 Door (F40 OPF/GPF Equipped),2019,2026, SSXBM1156, Particulate Filter-back, OPF/GPF Back System with JET-115 Carbon Trims - ECE Approved (OE System Requires To Be Cut For Installation), 115mm JET-115 ,"76,2",3, Yes, No, No, 1.50 to 2.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 28kg.,5056214723728,1271,"1525,01"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXVS001, ValveSonic +, , , N/A, N/A, No, No, Yes, 0.00 to 0.00 hours, Ships in 1 box measuring 36 X 26 X 22 and weighing 1kg.,5056214705519,352,"421,86"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1322, Large-bore Downpipe," 4.5"" Downpipe with 90mm Flex & 100 CPSI Race Cat", ,90,"3,54", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214715792,723,"867,36"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1039, HJS Tuning ECE Downpipes, 300 Cell ECE Approved HJS Tuning Catalyst. Can be fitted with both Milltek Sport and OE Cat Back Systems, ,80,"3,15", Yes, No, No, 2.00 to 2.50 hours, Ships in 1 box measuring 62 X 50 X 28  and weighing 12kg.,5056214705700,1804,"2165,28"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1049, Cat-back, Cat Back Race Non-Resonated with Burnt Titanium GT-90 Trims, 90.00 GT ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214705717,1677,"2012,24"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1045, Cat-back, Cat Back Race Non-Resonated with Carbon Jet 90 Trims, 90mm Carbon Jet ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214705724,1498,"1797,34"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1047, Cat-back, Cat Back Race Non-Resonated with Cerakote Black GT-90 Trims, Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214705731,1475,"1770,01"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1046, Cat-back, Cat Back Race Non-Resonated with Polished GT-90 Trims, Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214705748,1399,"1679,03"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1048, Cat-back, Cat Back Race Non-Resonated with Titanium GT-90 Trims, Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214705755,1597,"1916,96"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1043, Cat-back, Cat Back Resonated with Burnt Titanium GT-90 Trims (EC Approval Coming Soon), 90.00 GT ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 26kg.,5056214705762,1563,"1875,02"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1044, Cat-back, Cat Back Resonated with Carbon Jet 90 Trims (EC Approval Coming Soon), 90mm Carbon Jet ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 26kg.,5056214705779,1383,"1660,12"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1041, Cat-back, Cat Back Resonated with Cerakote Black GT-90 Trims (EC Approval Coming Soon), Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 26kg.,5056214705786,1361,"1632,79"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1040, Cat-back, Cat Back Resonated with Polished GT-90 Trims (EC Approval Coming Soon), Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 26kg.,5056214705793,1285,"1541,81"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI Non-OPF & None xDrive),2015,2018, SSXBM1042, Cat-back, Cat Back Resonated with Titanium GT-90 Trims (EC Approval Coming Soon), Twin 90mm GT90 ,"66,5","2,62", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150X 45 X36  and weighing 26kg.,5056214705809,1483,"1779,74"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1322, Large-bore Downpipe, 4.5' Downpipe with 90mm Flex & 100 CPSI Race Cat, ,90,"3,54", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214715792,723,"867,36"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1109, Cat-back, GPF Back - Non-Resonated Race with Burnt Titanium GT-90 Trims (OE Requires Cutting), 90.00 GT ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 25kg.,5056214718625,1357,"1628,84"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1110, Cat-back, GPF Back - Non-Resonated Race with Carbon Fibre Jet-90 Trims (OE Requires Cutting), 90mm Carbon Jet ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 22kg.,5056214718632,1178,"1413,94"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1107, Cat-back, GPF Back - Non-Resonated Race with Cerakote Black GT-90 Trims (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 22kg.,5056214718601,1156,"1386,61"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1106, Cat-back, GPF Back - Non-Resonated Race with Polished GT-90 Trims (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 22kg.,5056214718595,1080,"1295,63"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1108, Cat-back, GPF Back - Non-Resonated Race with Titanium GT-90 Trims (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 22kg.,5056214718618,1278,"1533,56"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1114, Cat-back, GPF Back - Resonated with Burnt Titanium GT-90 Trims - EC Approved (OE Requires Cutting), 90.00 GT ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214718670,1478,"1773,34"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1115, Cat-back, GPF Back - Resonated with Carbon Fibre Jet-90 Trims - EC Approved (OE Requires Cutting), 90mm Carbon Jet ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 30kg.,5056214718687,1299,"1558,43"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1112, Cat-back, GPF Back - Resonated with Cerakote Black GT-90 Trims - EC Approved (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214718656,1276,"1531,1"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1111, Cat-back, GPF Back - Resonated with Polished GT-90 Trims - EC Approved (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 22kg.,5056214718649,1200,"1440,12"
BMW, 1 Series, M140i 3 & 5 Door (F20 & F21 LCI OPF Only & None xDrive),2019,2020, SSXBM1113, Cat-back, GPF Back - Resonated with Titanium GT-90 Trims - EC Approved (OE Requires Cutting), Twin 90mm GT90 ,"76,2",3, Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214718663,1398,"1678,06"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1138, Additional parts, Upgrade Kit for Existing Milltek Sport M2 Competition Owners to New Equal Length System , ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130 X 40 X 30  and weighing 17kg.,5056214722486,915,"1097,62"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1234, Active Valve Control, Plug & Play Remote Control System for OE & Milltek Sport Exhausts, , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 36 X 26 X 22 and weighing 2kg.,5056214727726,280,"335,71"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1096, Active Valve Control, Works with both OE & Milltek Sport Cat Back Exhausts - Advanced with Bluetooth App Control, ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 36 X 26 X 22  and weighing 1kg.,5056214718120,591,"709,16"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1095, Active Valve Control, Works with both OE & Milltek Sport Cat Back Exhausts - Basic without App Control, ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 36 X 26 X 22  and weighing 1kg.,5056214718113,545,"654,07"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1094, Large-bore Downpipes and Cat Bypass Pipes, Removes OE Primary Cats and OPF/GPF's - Requires Stage 2 ECU Software - Must be fitted with Milltek Sport Catback Only, ,70,"2,76", No, Yes, No, 3.00 to 3.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 26kg.,5056214717840,972,"1165,93"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1091, GPF/OPF Bypass, For fitment to Milltek Sport Cat Back Only with OE or Milltek Sport Downpipes - Requires GPF/OPF Delete Software, ,70,"2,76", No, Yes, No, 2.00 to 2.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 15kg.,5056214717819,379,"454,33"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1092, GPF/OPF Bypass, For fitment to Milltek Sport Cat Back Only with OE or Milltek Sport Downpipes - Requires GPF/OPF Delete Software, ,70,"2,76", No, Yes, No, 2.00 to 2.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214717826,1135,"1361,57"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1093, Large Bore Downpipes and Hi-Flow Sports Cats, Removes OE Primary Cats and OPF/GPF's and Replaces with 2 x 200CPSI High Flow Cats - Requires Stage 2 ECU Software - Must be fitted with Milltek Sport Catback Only, ,70,"2,76", No, Yes, No, 3.00 to 3.50 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 27kg.,5056214717833,1728,"2073,17"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1083, Cat-back, GPF/OPF Back System with Quad GT-90 Burnt Titanium Trims - EC Approved (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717314,2522,"3026,86"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1143, Cat-back, GPF/OPF Back System with Quad GT-90 Burnt Titanium Trims - New Equal Length System - Loudest (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.,5056214722530,2568,"3081,46"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1089, Cat-back, GPF/OPF Back System with Quad GT-90 Burnt Titanium Trims - Race (Louder) (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717376,2478,"2973,59"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1081, Cat-back, GPF/OPF Back System with Quad GT-90 Cerakote Black Trims - EC Approved (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717291,2119,"2542,38"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1141, Cat-back, GPF/OPF Back System with Quad GT-90 Cerakote Black Trims - New Equal Length System - Loudest (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.,5056214722516,2164,"2596,98"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1087, Cat-back, GPF/OPF Back System with Quad GT-90 Cerakote Black Trims - Race (Louder) (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717352,2074,"2489,11"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1080, Cat-back, GPF/OPF Back System with Quad GT-90 Polished Trims - EC Approved (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717284,1967,"2360,41"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1140, Cat-back, GPF/OPF Back System with Quad GT-90 Polished Trims - New Equal Length System - Loudest (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.,5056214722509,2013,"2415,01"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1086, Cat-back, GPF/OPF Back System with Quad GT-90 Polished Trims - Race (Louder) (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717345,1923,"2307,14"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1082, Cat-back, GPF/OPF Back System with Quad GT-90 Titanium Trims - EC Approved (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717307,2364,"2836,28"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1142, Cat-back, GPF/OPF Back System with Quad GT-90 Titanium Trims - New Equal Length System - Loudest (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.,5056214722523,2409,"2890,88"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1088, Cat-back, GPF/OPF Back System with Quad GT-90 Titanium Trims - Race (Louder) (OE Requires Cutting), Quad 90mm GT90 ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717369,2319,"2783,02"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1084, Cat-back, GPF/OPF Back System with Quad Jet-90 Carbon Fibre Trims - EC Approved (OE Requires Cutting), ,70,"2,76", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717321,2164,"2597,02"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1139, Cat-back, GPF/OPF Back System with Quad Jet-90 Carbon Fibre Trims - New Equal Length System - Loudest (OE Requires Cutting), ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.,5056214722493,2210,"2651,62"
BMW, 2 Series, M2 Competition Coupé (F87),2018,2026, SSXBM1085, Cat-back, GPF/OPF Back System with Quad Jet-90 Carbon Fibre Trims - Race (Louder) (OE Requires Cutting), ,70,"2,76", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 150X 45 X36  and weighing 27kg.,5056214717338,2120,"2543,75"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXVS001, ValveSonic +, , , N/A, N/A, No, No, Yes, 0.00 to 0.00 hours, Ships in 1 box measuring 36 X 26 X 22 and weighing 1kg.,5056214705519,352,"421,86"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1037, HJS Tuning ECE Downpipes, 300 Cell ECE Approved HJS Tuning Catalyst. Can be fitted with both Milltek Sport and OE Cat Back Systems, ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 62 X 50 X 28  and weighing 13kg.,5056214705816,1768,"2121,6"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1036, Cat-back, Hollowtek Twin Valved system with Burnt Titanium GT-90 Trims  - EC Approved, Quad 90mm GT90 , N/A, N/A, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 150X 45 X36  at 15kg. Box 2: 97X 87 X28  at 17kg.,5056214705892,2885,"3462,07"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1061, Cat-back, Hollowtek Twin Valved system with Carbon Jet-90 Trims  - EC Approved, , N/A, N/A, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 150X 45 X36  at 15kg. Box 2: 97X 87 X28  at 17kg.,5056214716881,2527,"3032,23"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1034, Cat-back, Hollowtek Twin Valved system with Cerakote Black GT-90 Trims - EC Approved, Quad 90mm GT90 , N/A, N/A, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 150X 45 X36  at 15kg. Box 2: 97X 87 X28  at 17kg.,5056214705908,2481,"2977,6"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1033, Cat-back, Hollowtek Twin Valved system with Polished GT-90 Trims - EC Approved, Quad 90mm GT90 , N/A, N/A, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 150X 45 X36  at 15kg. Box 2: 97X 87 X28  at 17kg.,5056214705915,2330,"2795,63"
BMW, 2 Series, M2 Coupé (F87),2016,2018, SSXBM1035, Cat-back, Hollowtek Twin Valved system with Titanium GT-90 Trims - EC Approved, Quad 90mm GT90 , N/A, N/A, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 150X 45 X36  at 15kg. Box 2: 97X 87 X28  at 17kg.,5056214705922,2726,"3271,5"
BMW, 2 Series, M2 Coupe (G87 S58 NAS Non-OPF/GPF Models),2023,2026, SSXBM1326, Additional parts, Optional X Pipe Centre Section - Replaces MSBM424 Silencer or MSBM425/426 Rep Pipes in OPF/Secondary Cat Bypass Systems - NOTE Can not be used on its own, , N/A, N/A, No, No, No, , Ships in 1 box measuring 100 X 40 X 30 and weighing 15kg.,5056214716652,207,"248,35"
